sentiment	message
2	@AntonioBrown84 Got you in 6th rd. Have a great year! Here we go Steelers, here we go!
0	Beyonce needs a new sound. You may call it hating, I m just being real.
2	Look forward to watching Alex Reid on Celebrity Juice at 10pm on ITV2 tonight.
1	Im getting The Carter IV when it comes out august 29
2	Just found all of ST: Voyager on Netflix. I know what I m doing for the rest of the night. Woo!!
0	Today a white boy told me nicki minaj was the best female rapper. I beg to differ. Since when do schizophrenics get recognized like that?
2	Well the cool thing with Democrats in power, DOMA is getting reviewed on the 20th.
2	Nicki Minaj - Pink Friday, up 15 places, to 16 on the Official UK Top 40 :) http://twitpic.com/62iohc
0	Have you hated Auburn today?
2	@MrMonkey1968 didn t he already turn us down? Pretty sure he did.
2	ESPN got some good stuff on tonight.
1	Aaron Rodgers jersey battery room, under the windmill. Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale,
0	@magog83 ehm. Well. Uther was dying. Merlin pulled the last spark of life from him and pesky Morgana emerged 1st...
2	Full time. Happy days. Apologies for the tweetathon, gotta finish tomorrow s presentation now, Derby in the morning. pizzasweats dominos
2	Chargers pre season game with the Seahawks on ESPN Thursday. Only pre season but still good to have NFL back on tv. chargers
2	Because the night belongs to lovers -> Nuit blanche :0) http://bit.ly/pf3yJo  video art love
2	May the sun in his course visit no land more free,more happy, more lovely, than this our own country..Happy Independence Day.
2	Talk to my Dad tonight and we suppose to go to Detroit in October to c all my family nd my great granny!!
1	ESPN stats from Sco v Ireland yesterday. Haven t watched the game yet but the stats tell one story http://www.espnscrum.com/scrum/rugby/match/122129.html …
1	jeopardy Where everyone will be watching the Ravens vs Eagles game THIS Thursday... What is @PlaybookMD ? goodAnswer
1	come Novemember thru January dont open your mouth about NFL
2	On madden  08? RT @TroncoZ46: NFLFantasyDraft about to start hoping i get a great team lets do this!!
2	@jeffpurcell50 Morning Jeff. Have a great day.
0	Who is going to an FAWSL game tonight? Where? Or is it eyeballs glued to EPSN at home? bigThursdayaction
2	Ochocinco had a couple of nice catches too, but Gronk, Hernandez, and even Lee Smith stood out to me. The LBs looked like they struggled.
2	3words Tonight s the night dexter @SHO_Dexter
1	One name Illini fans will recognize on tonight s box score for New Zealand is Kirk Penney, who played for Wisconsin from 2000-03.
2	For my book worms: Murder in Italy about Amanda Knox and In the Middle of the Night about Dr. Petit family in Connecticut are great reads!
1	@_Samantha_90 I d wait until tomorrow morning when less ppl are online.
2	Looking at the set for Aladdin - great job @TerranceWilson ! Anticipating watching hundreds of kids sing, dance & act tonight @TrinityMiami
1	sept 9-11th pcb florida 60$ a person due by aug 27th need 15 more people to fill the bus dm me
2	Jets flying low over the house this morning. Gives me a tingle of excitement. Only a week to go before I take off. But 4now, out in2 cold.
2	@justinbieber!!! OMG, he s comming to Mexico!! MYWORLDTOUR!!!! I ll be on 1st LINE, BELIEVE. JB RT Me:) 7
1	RT @WDWNT: Rumors say it is Tangled and it may replace Beauty and the Beast at Studios and Aladdin at DCA. Just a rumor for now...
1	RT@NBCNews A dramatic hearing today in the case of Amanda Knox, the American woman convicted of murder in Italy. STORY: http://on.msnbc.com/noIciR 
1	According to reporters on the scene at practice, Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury.
1	Chess game today... If anyone is in Dumbo today at the Brooklyn Bridge Pier. Come play a game with me.
2	Saturday is the last day of Summer Streets in NYC.. Enjoy car-free streets between Brooklyn Bridge and Central Park! http://fb.me/HLwkHILb 
0	@sesdsports: According to reporters on the scene, Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury. Sry bro
2	Addicted to Dexter... what s new. Almost done with season 5 and I just got it on Thursday!
1	Andy Rooney will make his last 60 Minutes appearance Sunday. Here are his 10 grumpiest moments | http://ti.me/nn2WJF 
2	@360FromTheEdge Happy B day in Italy :-) I know it s tomorrow but party is today! enjoy your time a mom&davide my disabled boy: we love U2
0	If you thought the London Riots were bad just wait til the Mexico City Riots break out once they get word Lopez Tonight got cancelled
2	This is the last Sunday w/o football .....,NFL is back baby
1	Did I miss the Charlie Sheen roast on Comedy Central or is it Sept 19th?
1	I stay up til 6:30 every morning just to watch Between the Lions.
2	Back in NC. Enjoyed being at the track this wknd to see my buds. Special thx to Twitter followers for your comments & feedback. Great stuff.
1	Just commented on @thejournal_ie: Amanda Knox appeal enters final stages as it resumes today - http://jrnl.ie/217849 
2	The lovely @Officialkat on the show Friday. Until that beeyotch showed up Andy Rooney and I were the hottest mamacitas on CBS
1	Entourage then going to Eagles training camp tomorrow with @kevinmcanally and @Jimbolosoldier
2	rungeordierun Should be given a HEROS welcome at the Arsenal game on Saturday.@nufcfans @NUFCOfficial
1	After losing 2 last week, today the GOP is trying to win 2 Senate seats in Wisconsin by recalling 2 Democrats. It looks like they ll fail
1	1 more day of work tomorrow then it s Bolton, first away of the season mcmcfmcfcok
1	Amanda Knox case: The obsession with what happened that night in Italy http://fb.me/1ftifoxnb 
2	Nolito with an assist and a superb winner for Benfica against Arsenal last night. He really is turning on the heat!
1	NFL Lions News: Lions rookie RB Mikel Leshoure went down with an apparent leg injury during practice this morning... http://fb.me/16LugiFDd
2	my mom just told me she s getting an Ipad 2 on Friday....I better get a Mac for Christmas.
1	City s excellent peformance today (apart from defending) I realised what a tough season it will be for Everton @LordBelgareth @petemeechan
2	Twitterverse blowing up about Shannon Sharpe s awesome Hall of Fame speech. We ll have the video clip on NFL.com a little later tonight.
1	Andy Rooney, 92, will make his last regular appearance on @60Minutes this Sunday, CBS just announced.
2	Glad to see the coaches are paying attention to their poll. Auburn, which is likely to finish 5th in SEC West, No. 19 in country?
2	comedy central is a good look tonight
1	The team I d like to see play for everton tonight, Howard, nev, jags, dist, baines; osman, rodwell, bark, Billy; becks & Saha. efc
1	Chigozie Agbim and Chibuzor Okonkwo left the shores of Nigeria on Sunday morning to team up with the Super Eagles ahead of Tuesday s intern
1	Sportscenter declared Trayvon Robinson s catch the top play of the night. What s do you think has been the top Mariners play this season?
2	Daniel Craig being interviewed about his role. Watch the interview here! https://www.facebook.com/video/video.php?v=10150256424490826 … COWBOYSandALIENS
2	Morning All, Lovely rainy day in Scotland yet again. Back to watching @QubeTubers live stream indieweekend and see what going on today =D
1	SFGiants Barry Zito is making a rehab start tonight with the San Jose Giants. From there, who knows?
1	RT @SAINTORLEANS: @est_in_1984 Nigga u movin to Italy. Yea my nigga, imma call ya tomorrow and rap with you bout it.
2	Good fellas =) early night for me
1	Is Shrek at Lions Practice? RT .. Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury. @Shrekxican @The_Raheel
1	I kinda feel horrible for David Bentley.. He s his career seems to have come to a stop
1	Just got a phone call from @MissCarter_x!! Very proud of my teamie!! Brainbox! FELLA
2	@serenawilliams doesn t this make you love them even more RT @BJAofficial: SURPRISE GREEN DAY SHOW Thursday August 11th, http://greenday.com/news/secret-live-green-day-gig …
2	Mastered gamedev story, finally. Now I ll have to get a new game for the flight tomorrow. Suggestions? (iPad games)
1	Cheers lads Everton is third today...oops I m reading the League Table upside down!
1	So do I go to watch Rise & Super 8 today and then Cowboys tomorrow? Or do I leave it and do all 3 tomorrow? But be bored today...
2	Mass gathering in a single hotel room. Mmm Chinese. And I could put up with Family Guy for one night.
2	All you need is Ryan Leaf and you got a show. RT @jimrome: Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow.
2	Watch ESPN tonight to see me burning @JRGessler for a sick goal on the top ten. realbackyardFIFA
2	morning tweeps! i m going to Milan today! yaay
1	Two Dem incumbents face recall challenges tonight in Wisconsin. @davecatanese raises the curtain: http://politi.co/oxfKOe .
1	Amanda Knox case: The obsession with what happened that night in Italy AmandaKnox http://bit.ly/nCNH4u 
2	Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!
2	Great practice today at @DrysdaleBJJ ...Thanks @DEE1LV for the good rnds and Milan,Kyle Griffen. Time for lunch and short rest
1	I wonder what really went down the night Meredith was murdered in the Amanda Knox trial.
0	Tony Romo better not fuck up tonight , I m just hoping
2	@emm_ah bonjour :) yes, ok. Family Sunday - playing a tennis doubles then lunch in resto. Shouldabe ok. Your Sunday outlook bright?
0	I forgot how sad the first episode of the 5th season of Dexter is. depressing dexter darkpassenger
2	@D_DeGea The 1st half goals was just to tell you how it is in premeirship.you really did your very best and teamunited from Nigeria loves u
2	Good morning Auburn Family! Today feels like a good day to beat Nick Saban and Bama at...everything! thatincludesbeingbetterchristians
0	Sam Loco Efe (Nigeria Nollyhood star) is dead. We are still mourning Christy Essien now it is Sam Loco s turn. May his soul RIP. jhub
1	@richwilkersonjr wish I could go to church tonight:( I really do have a reason!
2	forza MILAN ! ! ! RT @bany_avenger: off, i will have a nice dream tonight gloryMU
2	Finally starting the 5th season of Dexter. See ya later, weekend!
2	Good luck to A Scribe Amidst the Lions tonight at the SDMAs!
1	Welp let s see if Tony Romo can put me over the top today fantasyfootball
1	State TV: Requests 2 join Israel gas deal trial to the one today under Judge Ahmed Refaat. Next we ll add Amanda Knox trial to Refaat s!
1	Great game last night by the Indians. Impressive 9th and CP got the job done. Need tonight for the series win. 1st pitch 8:10 on STO
0	Ravens vs the eagles thursday night , its going fuckin down teamravens , no fuckin competition
1	Today, Wisconsin s last two recall elections will be held. @pmwenzel looks at the candidates in Kenosha s race. http://ow.ly/64mE0
2	@OhFerras Did you get both packages??! You know I love to spoil all my kids! :) Enjoy!!! love you xoxoxoxo
0	Tomlinson, DeMenezes, SmileyCulture, Mark Duggan + 100s other police deaths. Yet ZERO officers convicted. Unaccountable & corrupt Tottenham
1	Torre Calls for More Respect as Player Feuds Cross Line: On Saturday morning, Torre s iPad chimed with news of a... http://bit.ly/oEme0C
0	Nebraska doesn t land Gesell...a Top 100 guy in your state and you don t get him. C mon Nebrasketball
2	Hopefully heading to Cowboys & Aliens tonight, hopefully will be able to get in to see it, need some fun to watch
2	Best of luck to @ArsenalLadies tonight, who have a big league game against Everton at Borehamwood. 7pm k.o.
2	Pose of TRIUMPH!! Jogged over the Brooklyn Bridge with my mom and sis @amy_veranda this morning. I m SO lucky. http://yfrog.com/h0n3lbgj 
2	3 episodes of Family Guy tonight on BBC3. Put a slight smile on my face :)
1	What s going on tonight in Detroit...
2	Sunday and a lovely RaggedTalk on Skiing in Scotland by the freewheelin  Patrick D Whelan. 12:45OutoftheBlue&DrillHall skiing newnickname
